"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase"
"5634","M","36-45","11","B","4+","1",1211978
"3047","M","18-25","4","B","4+","0",495393
"2713","F","26-35","7","C","3","0",210268
"4549","M","46-50","15","C","1","1",586899
"5646","F","26-35","14","B","4+","1",1980424
"4408","M","51-55","7","C","1","1",198326
"638","M","26-35","14","A","1","0",277261
"712","M","26-35","0","B","1","0",695951
"2745","M","55+","7","C","3","0",590574
"5307","F","18-25","0","C","3","1",1038279
"964","M","26-35","14","B","1","0",1852492
"3675","M","46-50","12","C","0","1",865990
"2446","F","26-35","1","B","3","0",454285
"5480","M","36-45","15","C","3","1",442961
"926","F","51-55","11","B","1","0",1229909
"5412","F","46-50","7","C","3","1",149883
"4278","M","18-25","4","C","1","1",801440
"111","M","36-45","1","B","0","0",2562382
"3984","M","26-35","6","B","1","1",194255
"3330","M","36-45","11","C","4+","0",565595
"4418","F","18-25","9","C","1","1",384499
"4425","F","51-55","9","C","1","1",91211
"2549","F","26-35","14","B","3","0",682126
"4021","M","18-25","10","B","1","1",308134
"2045","F","18-25","4","C","2","0",381551
"3235","F","18-25","4","C","4+","0",805441
"2208","M","36-45","12","C","2","0",360181
"4983","M","36-45","7","C","2","1",1689317
"4790","F","36-45","11","B","2","1",1358618
"5468","M","36-45","14","C","3","1",1260022
"4768","M","26-35","7","B","2","1",541172
"2566","M","46-50","16","B","3","0",1740029
"657","M","26-35","17","A","1","0",778557
"2908","F","18-25","3","A","4+","0",155336
"225","F","26-35","0","C","0","0",116300
"4389","M","46-50","7","C","1","1",164309
"3727","F","26-35","0","A","1","1",624777
"2779","M","26-35","12","C","3","0",104923
"4063","M","55+","14","B","1","1",2003573
"1273","F","46-50","5","C","1","0",125919
"5297","M","46-50","18","B","3","1",1654257
"2682","M","26-35","4","C","3","0",461886
"1810","F","26-35","3","B","2","0",841681
"5076","M","26-35","17","C","2","1",590875
"5021","M","36-45","13","C","2","1",947176
"1134","F","36-45","1","C","1","0",1604795
"2060","M","18-25","4","C","2","0",522927
"1960","M","18-25","0","C","2","0",134883
"3362","M","26-35","16","C","4+","0",262673
"2861","F","18-25","19","C","3","0",437530
"3127","M","55+","17","B","4+","0",195395
"2229","F","26-35","15","C","2","0",255866
"4260","F","51-55","3","C","1","1",146570
"3339","M","26-35","12","C","4+","0",156764
"2106","F","36-45","6","C","2","0",214748
"5540","M","46-50","3","A","4+","1",165871
"4572","M","51-55","16","C","1","1",232568
"5538","M","36-45","2","A","4+","1",244981
"1615","F","18-25","20","C","1","0",457071
"4668","M","26-35","7","A","2","1",5153189
"3554","M","55+","17","B","0","1",923624
"4498","M","55+","13","C","1","1",531045
"724","M","18-25","1","B","1","0",1263960
"3731","M","26-35","0","A","1","1",1665332
"5409","M","36-45","7","C","3","1",277589
"2526","M","0-17","10","B","3","0",1803852
"3651","F","46-50","7","C","0","1",307279
"303","M","18-25","4","C","0","0",867053
"774","F","18-25","4","B","1","0",255615
"1512","M","26-35","15","C","1","0",1061422
"2606","M","36-45","0","C","3","0",1116522
"2714","F","26-35","7","C","3","0",150098
"927","M","51-55","11","B","1","0",332755
"1379","F","0-17","10","C","1","0",152065
"811","M","18-25","4","B","1","0",230999
"5077","M","26-35","17","C","2","1",353477
"1944","M","26-35","20","B","2","0",1451150
"5242","M","46-50","7","B","3","1",1089927
"1015","M","18-25","19","B","1","0",1963189
"1005","M","36-45","17","B","1","0",1227654
"732","F","36-45","1","B","1","0",3918532
"2562","M","26-35","16","B","3","0",876013
"3313","F","0-17","10","C","4+","0",140703
"669","M","18-25","19","A","1","0",373260
"4017","M","55+","7","B","1","1",235188
"408","M","26-35","14","C","0","0",299510
"5549","M","26-35","7","A","4+","1",860896
"5257","M","26-35","12","B","3","1",2253516
"229","M","26-35","0","C","0","0",294886
"5877","M","46-50","17","C","4+","1",577678
"1672","M","26-35","3","A","2","0",2785523
"5162","F","26-35","9","A","3","1",253210
"3533","F","51-55","7","B","0","1",785166
"1493","M","26-35","14","C","1","0",1494643
"4015","M","51-55","7","B","1","1",2404636
"5042","M","36-45","14","C","2","1",1140840
"1407","M","18-25","10","C","1","0",1034327
"1087","F","36-45","0","C","1","0",589814
"2914","F","18-25","4","A","4+","0",128453
"4836","M","36-45","17","B","2","1",2646558
"2691","F","26-35","5","C","3","0",285764
"1255","M","26-35","4","C","1","0",428806
"587","M","36-45","7","A","1","0",2027122
"1143","M","36-45","1","C","1","0",167452
"722","F","18-25","1","B","1","0",429008
"4574","M","51-55","16","C","1","1",790267
"2817","M","46-50","16","C","3","0",860222
"752","M","26-35","2","B","1","0",271381
"2277","M","55+","17","C","2","0",571728
"2576","M","36-45","17","B","3","0",1473339
"3788","M","26-35","4","A","1","1",254139
"172","M","26-35","12","B","0","0",572735
"3010","M","26-35","1","B","4+","0",99369
"4368","M","36-45","7","C","1","1",76523
"5682","F","26-35","0","C","4+","1",370543
"2053","F","18-25","4","C","2","0",196582
"2582","M","18-25","20","B","3","0",157053
"3732","M","26-35","0","A","1","1",1631926
"5590","F","26-35","1","B","4+","1",684699
"4909","F","26-35","2","C","2","1",271536
"4563","M","46-50","16","C","1","1",575182
"5352","M","26-35","2","C","3","1",200344
"5270","M","46-50","14","B","3","1",504628
"105","F","0-17","1","B","0","0",1727045
"4042","M","51-55","12","B","1","1",698055
"585","F","36-45","7","A","1","0",246188
"4231","M","26-35","2","C","1","1",127177
"3162","M","26-35","0","C","4+","0",970172
"5023","M","51-55","13","C","2","1",483192
"3029","M","18-25","4","B","4+","0",1969538
"4665","F","36-45","6","A","2","1",1332533
"545","M","26-35","4","A","1","0",158527
"2937","M","26-35","4","A","4+","0",3955182
"1135","F","36-45","1","C","1","0",187463
"194","M","18-25","17","B","0","0",722725
"4050","M","55+","13","B","1","1",108499
"905","M","0-17","10","B","1","0",429694
"5429","F","36-45","9","C","3","1",514526
"4602","M","46-50","17","C","1","1",224683
"3790","M","26-35","4","A","1","1",238831
"412","M","36-45","14","C","0","0",778688
"4859","M","26-35","0","C","2","1",1476635
"5243","M","46-50","7","B","3","1",153264
"3191","M","36-45","1","C","4+","0",280827
"133","M","18-25","4","B","0","0",2902468
"3044","M","18-25","4","B","4+","0",2370730
"2206","F","36-45","12","C","2","0",891792
"5223","F","26-35","4","B","3","1",154698
"4670","M","51-55","7","A","2","1",680081
"1130","M","26-35","1","C","1","0",1282446
"1962","F","26-35","0","C","2","0",294664
"3614","F","26-35","3","C","0","1",758746
"5670","M","18-25","20","B","4+","1",1655045
"139","F","26-35","4","B","0","0",215912
"987","M","18-25","17","B","1","0",850429
"4564","M","46-50","16","C","1","1",797676
"4765","F","26-35","7","B","2","1",861142
"4605","M","46-50","17","C","1","1",154837
"5070","M","55+","16","C","2","1",644809
"1513","F","46-50","15","C","1","0",389961
"3814","M","51-55","7","A","1","1",568969
"2575","M","36-45","17","B","3","0",3172657
"2675","M","18-25","4","C","3","0",1134977
"4596","M","36-45","17","C","1","1",249996
"986","M","36-45","16","B","1","0",2335641
"361","F","0-17","10","C","0","0",696684
"4112","M","26-35","20","B","1","1",991481
"4630","M","26-35","20","C","1","1",293671
"4002","M","26-35","7","B","1","1",277273
"5738","M","18-25","4","C","4+","1",131303
"5207","M","26-35","1","B","3","1",179642
"2862","M","18-25","19","C","3","0",262249
"4198","F","46-50","1","C","1","1",1450383
"2326","M","55+","1","A","3","0",368862
"4352","M","26-35","7","C","1","1",59105
"4652","M","26-35","2","A","2","1",484228
"1595","M","36-45","17","C","1","0",90894
"2876","M","36-45","20","C","3","0",1640447
"1870","M","36-45","7","B","2","0",112373
"3037","M","18-25","4","B","4+","0",4044731
"4693","M","26-35","20","A","2","1",2829330
"4029","F","26-35","12","B","1","1",908219
"5089","M","36-45","17","C","2","1",249020
"4631","M","26-35","20","C","1","1",390407
"3347","M","46-50","12","C","4+","0",258215
"3262","M","26-35","4","C","4+","0",155725
"4280","M","18-25","4","C","1","1",1104555
"428","M","26-35","17","C","0","0",100832
"1541","M","46-50","16","C","1","0",702113
"2931","F","26-35","4","A","4+","0",133789
"695","F","26-35","0","B","1","0",436639
"4392","M","46-50","7","C","1","1",225176
"1967","M","26-35","0","C","2","0",270108
"1264","F","26-35","5","C","1","0",335517
"2952","M","26-35","11","A","4+","0",867715
"2524","F","0-17","10","B","3","0",227540
"1162","M","55+","1","C","1","0",786750
"5715","F","46-50","1","C","4+","1",685064
"5437","M","26-35","12","C","3","1",215030
"5240","M","46-50","7","B","3","1",3960062
"727","M","26-35","1","B","1","0",2128292
"184","M","18-25","15","B","0","0",156123
"2420","F","18-25","0","B","3","0",543710
"3645","M","26-35","7","C","0","1",821863
"1136","F","36-45","1","C","1","0",85163
"4608","M","51-55","17","C","1","1",226386
"415","M","18-25","15","C","0","0",1843157
"1691","M","18-25","4","A","2","0",1668515
"3266","M","36-45","5","C","4+","0",1001875
"4363","M","36-45","7","C","1","1",160180
"342","M","26-35","7","C","0","0",458477
"5403","M","26-35","7","C","3","1",286722
"1240","M","18-25","4","C","1","0",1255454
"1093","M","36-45","0","C","1","0",178376
"3103","M","36-45","14","B","4+","0",1054281
"1715","M","26-35","7","A","2","0",321763
"4831","M","18-25","17","B","2","1",1287113
"2401","M","55+","16","A","3","0",804151
"5879","M","55+","17","C","4+","1",764450
"3011","M","26-35","1","B","4+","0",1808564
"1778","M","26-35","0","B","2","0",1388668
"5699","M","46-50","0","C","4+","1",1199040
"5431","F","51-55","9","C","3","1",76132
"290","F","18-25","4","C","0","0",163942
"4224","M","18-25","2","C","1","1",616425
"1588","M","36-45","17","C","1","0",420486
"1809","M","18-25","3","B","2","0",4357233
"4611","M","51-55","17","C","1","1",98942
"5000","M","55+","8","C","2","1",877140
"5417","F","51-55","7","C","3","1",165534
"5872","M","36-45","17","C","4+","1",150704
"2019","M","18-25","2","C","2","0",82484
"3520","M","26-35","7","B","0","1",2404911
"369","M","0-17","10","C","0","0",201122
"1258","M","26-35","4","C","1","0",1242455
"5062","M","36-45","16","C","2","1",149130
"4520","M","36-45","14","C","1","1",531714
"3853","F","46-50","16","A","1","1",710948
"4866","F","46-50","0","C","2","1",273285
"5858","M","26-35","17","C","4+","1",164620
"1656","F","26-35","1","A","2","0",204300
"1534","M","36-45","16","C","1","0",100883
"2391","M","26-35","14","A","3","0",488246
"4398","M","51-55","7","C","1","1",847881
"940","M","26-35","12","B","1","0",898310
"4939","M","36-45","4","C","2","1",1894873
"2209","M","36-45","12","C","2","0",717020
"877","M","36-45","7","B","1","0",1834797
"4950","F","46-50","6","C","2","1",68917
"4003","M","26-35","7","B","1","1",2193589
"1793","M","36-45","1","B","2","0",635849
"4319","M","26-35","6","C","1","1",312895
"3908","F","26-35","1","B","1","1",3041966
"2751","F","0-17","10","C","3","0",356274
"3163","M","26-35","0","C","4+","0",165416
"186","M","26-35","15","B","0","0",2207753
"5002","F","26-35","9","C","2","1",587134
"4024","M","26-35","11","B","1","1",209037
"4197","F","46-50","1","C","1","1",76698
"2614","F","18-25","1","C","3","0",367539
"1925","M","51-55","16","B","2","0",2860839
"704","M","26-35","0","B","1","0",182592
"3848","M","36-45","15","A","1","1",2709697
"5824","M","55+","13","C","4+","1",275126
"5569","M","26-35","17","A","4+","1",2012621
"4210","F","51-55","1","C","1","1",673719
"979","M","26-35","16","B","1","0",3136298
"1653","F","18-25","1","A","2","0",1266660
"2128","F","36-45","7","C","2","0",564627
"2058","M","18-25","4","C","2","0",152094
"5571","M","46-50","17","A","4+","1",322716
"4776","M","46-50","7","B","2","1",205987
"1880","F","0-17","10","B","2","0",133494
"507","F","18-25","2","A","1","0",1924462
"4032","M","26-35","12","B","1","1",979748
"235","F","36-45","0","C","0","0",268784
"2528","M","0-17","10","B","3","0",539673
"3531","M","46-50","7","B","0","1",2472630
"5033","M","55+","13","C","2","1",185507
"4997","M","55+","7","C","2","1",182396
"4343","M","51-55","6","C","1","1",400460
"5068","M","51-55","16","C","2","1",344581
"4463","M","46-50","12","C","1","1",234292
"794","M","18-25","4","B","1","0",1296315
"2907","M","51-55","2","A","4+","0",743901
"217","F","0-17","0","C","0","0",91553
"3916","M","26-35","1","B","1","1",156699
"1553","M","18-25","17","C","1","0",861482
"5867","F","36-45","17","C","4+","1",519162
"2777","M","26-35","12","C","3","0",1087579
"5787","M","55+","7","C","4+","1",204519
"1364","F","36-45","9","C","1","0",147554
"3894","M","36-45","0","B","1","1",400260
"4492","M","55+","13","C","1","1",734002
"1559","M","26-35","17","C","1","0",49288
"1853","M","26-35","5","B","2","0",373171
"5527","F","26-35","0","A","4+","1",2814203
"2293","F","26-35","20","C","2","0",900006
"2116","M","26-35","7","C","2","0",198646
"1199","F","18-25","4","C","1","0",92823
"666","M","36-45","17","A","1","0",1400092
"2911","F","26-35","3","A","4+","0",202385
"2875","M","36-45","20","C","3","0",344974
"2677","M","18-25","4","C","3","0",124706
"2042","F","18-25","4","C","2","0",803020
"2917","F","18-25","4","A","4+","0",750834
"5253","M","36-45","11","B","3","1",460334
"3664","F","36-45","9","C","0","1",483452
"3886","M","26-35","0","B","1","1",3367907
"1706","M","26-35","4","A","2","0",1959623
"473","F","26-35","0","A","1","0",1947865
"5613","F","26-35","6","B","4+","1",210378
"1529","F","36-45","16","C","1","0",190287
"4310","F","36-45","5","C","1","1",904092
"5739","M","18-25","4","C","4+","1",246522
"1328","M","36-45","7","C","1","0",289653
"4427","F","55+","9","C","1","1",112226
"5286","F","36-45","17","B","3","1",1568057
"1937","M","26-35","17","B","2","0",509946
"1573","M","26-35","17","C","1","0",332427
"3633","M","46-50","6","C","0","1",856437
"453","M","55+","17","C","0","0",1037907
"2239","M","46-50","15","C","2","0",409869
"3101","M","26-35","14","B","4+","0",2040500
"5644","M","55+","13","B","4+","1",1594698
"280","M","26-35","3","C","0","0",845274
"2550","M","26-35","14","B","3","0",2020427
"4085","M","26-35","17","B","1","1",3384727
"6","M","26-35","0","A","0","0",773414
"4712","M","51-55","0","B","2","1",285841
"1046","F","18-25","0","C","1","0",829972
"2476","F","36-45","3","B","3","0",551219
"610","F","46-50","11","A","1","0",167098
"3120","M","26-35","17","B","4+","0",849105
"4974","M","26-35","7","C","2","1",508619
"1779","M","26-35","0","B","2","0",1660755
"858","F","55+","6","B","1","0",169367
"5728","F","46-50","2","C","4+","1",499610
"5762","F","26-35","7","C","4+","1",129768
"2343","M","18-25","4","A","3","0",1504100
"3974","F","26-35","4","B","1","1",432939
"2567","M","55+","16","B","3","0",1211851
"2375","M","0-17","10","A","3","0",971188
"3919","M","36-45","1","B","1","1",234427
"4267","F","18-25","4","C","1","1",114849
"1845","M","26-35","4","B","2","0",257911
"5284","M","26-35","17","B","3","1",1257749
"1164","F","0-17","2","C","1","0",143530
"4325","F","36-45","6","C","1","1",136421
"5305","M","36-45","20","B","3","1",114045
"4865","M","36-45","0","C","2","1",572832
"2149","M","46-50","7","C","2","0",226427
"543","M","18-25","4","A","1","0",4098692
"5026","F","55+","13","C","2","1",134242
"2376","M","18-25","11","A","3","0",2792112
"3775","M","46-50","3","A","1","1",1940043
"4285","M","18-25","4","C","1","1",262150
"4440","M","36-45","11","C","1","1",709250
"4762","F","46-50","6","B","2","1",196336
"650","M","18-25","16","A","1","0",602989
"1754","M","0-17","19","A","2","0",982003
"4531","M","51-55","14","C","1","1",335466
"1519","M","18-25","16","C","1","0",941657
"5158","F","26-35","7","A","3","1",1951529
"676","F","36-45","20","A","1","0",240925
"2247","M","36-45","16","C","2","0",140546
"523","F","18-25","4","A","1","0",248489
"3426","F","36-45","0","A","0","1",3048547
"3910","M","26-35","1","B","1","1",1745836
"2041","F","18-25","4","C","2","0",562722
"2439","M","36-45","0","B","3","0",2633013
"2538","M","36-45","12","B","3","0",2300303
"5210","M","51-55","1","B","3","1",389564
"5239","M","36-45","7","B","3","1",556258
"2976","M","26-35","18","A","4+","0",847538
"1824","M","18-25","4","B","2","0",381977
"3380","M","26-35","17","C","4+","0",141543
"5693","M","36-45","0","C","4+","1",196928
"653","M","36-45","16","A","1","0",2228762
"5749","M","51-55","5","C","4+","1",502982
"3363","M","36-45","16","C","4+","0",1332548
"1613","F","36-45","19","C","1","0",605539
"1173","M","51-55","2","C","1","0",714907
"4825","M","26-35","16","B","2","1",2100124
"3734","M","26-35","0","A","1","1",317238
"757","F","36-45","2","B","1","0",282647
"5589","F","26-35","1","B","4+","1",130044
"1814","F","18-25","4","B","2","0",2839401
"2202","M","26-35","12","C","2","0",1402666
"604","M","0-17","10","A","1","0",185941
"3655","M","51-55","7","C","0","1",376662
"3699","M","51-55","16","C","0","1",136189
"1852","M","18-25","5","B","2","0",2075899
"2237","M","36-45","15","C","2","0",346148
"3286","M","26-35","7","C","4+","0",227915
"4995","M","55+","7","C","2","1",184952
"2717","M","26-35","7","C","3","0",143686
"1992","F","26-35","1","C","2","0",205946
"4102","M","18-25","18","B","1","1",2026642
"4529","M","51-55","14","C","1","1",282311
"5563","M","36-45","12","A","4+","1",1278022
"166","M","46-50","11","B","0","0",804658
"3681","M","36-45","14","C","0","1",173458
"3221","M","55+","2","C","4+","0",702725
"4592","M","26-35","17","C","1","1",690414
"36","M","18-25","4","A","0","0",2085665
"3463","F","26-35","15","A","0","1",584424
"2978","M","26-35","19","A","4+","0",3163252
"5318","F","36-45","0","C","3","1",237829
"1554","M","18-25","17","C","1","0",778508
"4944","M","36-45","5","C","2","1",127898
"4710","M","51-55","0","B","2","1",2400099
"1874","M","36-45","7","B","2","0",2416150
"2308","F","36-45","0","A","3","0",1219732
"5568","M","51-55","16","A","4+","1",568730
"5642","M","46-50","12","B","4+","1",3455667
"1759","F","36-45","20","A","2","0",1525309
"1507","M","26-35","15","C","1","0",908141
"1311","M","26-35","7","C","1","0",190769
"3455","M","26-35","12","A","0","1",584376
"1954","M","18-25","0","C","2","0",805809
"3959","F","18-25","4","B","1","1",402719
"4634","M","36-45","20","C","1","1",335285
"1450","M","36-45","12","C","1","0",236340
"4178","M","55+","0","C","1","1",113459
"2269","M","36-45","17","C","2","0",1462982
"500","M","36-45","1","A","1","0",417100
"4730","F","46-50","2","B","2","1",1781244
"4624","M","18-25","20","C","1","1",593019
"597","F","51-55","9","A","1","0",379450
"115","M","26-35","2","B","0","0",2043839
"3686","M","55+","14","C","0","1",649482
"3195","M","36-45","1","C","4+","0",461040
"2201","M","26-35","12","C","2","0",974952
"5734","F","36-45","3","C","4+","1",108865
"2284","M","0-17","19","C","2","0",893273
"2135","M","36-45","7","C","2","0",289979
"1142","M","36-45","1","C","1","0",93001
"46","F","36-45","6","A","0","0",667161
"2412","M","26-35","20","A","3","0",721522
"3862","F","26-35","17","A","1","1",763510
"2072","M","18-25","4","C","2","0",192145
"2485","M","18-25","4","B","3","0",655525
"1018","M","36-45","19","B","1","0",970587
"2730","M","36-45","7","C","3","0",1088843
"1850","M","26-35","4","B","2","0",1214551
"4587","M","26-35","17","C","1","1",822336
"5358","F","26-35","3","C","3","1",242476
"3456","M","26-35","12","A","0","1",221859
"1090","F","36-45","0","C","1","0",170913
"5871","M","36-45","17","C","4+","1",367853
"4756","F","26-35","6","B","2","1",239413
"514","F","18-25","3","A","1","0",1138239
"3298","M","46-50","7","C","4+","0",111627
"4443","M","46-50","11","C","1","1",150760
"5697","M","46-50","0","C","4+","1",94677
"155","M","46-50","7","B","0","0",2090542
"3792","M","26-35","4","A","1","1",863136
"4051","M","55+","13","B","1","1",84153
"5883","M","46-50","18","C","4+","1",859923
"5061","M","36-45","16","C","2","1",1486517
"914","M","0-17","10","B","1","0",75906
"2047","F","18-25","4","C","2","0",207496
"5007","F","55+","9","C","2","1",104944
"5668","M","36-45","18","B","4+","1",147486
"2556","M","18-25","15","B","3","0",601814
"21","M","26-35","2","A","0","0",2179525
"98","M","26-35","0","B","0","0",156546
"2235","F","36-45","15","C","2","0",318333
"4158","M","36-45","0","C","1","1",143641
"317","M","26-35","4","C","0","0",148796
"1269","M","26-35","5","C","1","0",673429
"871","F","36-45","7","B","1","0",2950323
"2773","F","26-35","12","C","3","0",379252
"5849","M","46-50","16","C","4+","1",268077
"1579","F","36-45","17","C","1","0",132609
"5730","F","26-35","3","C","4+","1",304982
"2818","M","55+","16","C","3","0",724399
"4942","F","26-35","5","C","2","1",329164
"805","M","18-25","4","B","1","0",377148
"3429","M","51-55","0","A","0","1",392216
"1821","F","18-25","4","B","2","0",163441
"2727","F","36-45","7","C","3","0",737701
"5587","F","46-50","0","B","4+","1",554504
"1035","F","36-45","20","B","1","0",279743
"5786","M","55+","7","C","4+","1",192719
"5118","M","51-55","20","C","2","1",194722
"1863","M","26-35","7","B","2","0",304176
"4388","M","46-50","7","C","1","1",106437
"249","F","26-35","1","C","0","0",450216
"1425","F","26-35","12","C","1","0",394888
"3075","M","36-45","7","B","4+","0",1324890
"617","M","18-25","12","A","1","0",205532
"1784","M","36-45","0","B","2","0",714203
"4020","F","36-45","9","B","1","1",273431
"864","M","26-35","7","B","1","0",3269790
"4505","M","26-35","14","C","1","1",312035
"3592","M","26-35","1","C","0","1",127886
"305","M","18-25","4","C","0","0",227615
"2859","M","46-50","18","C","3","0",128552
"2923","M","18-25","4","A","4+","0",863450
"3985","M","26-35","6","B","1","1",1294449
"5654","M","36-45","15","B","4+","1",1818148
"4641","F","26-35","0","A","2","1",2100778
"3635","M","51-55","6","C","0","1",1330884
"4589","M","26-35","17","C","1","1",697142
"2983","M","26-35","20","A","4+","0",1527014
"1180","F","36-45","3","C","1","0",526282
"1976","F","36-45","0","C","2","0",1106061
"4629","M","26-35","20","C","1","1",561977
"3888","M","26-35","0","B","1","1",2045014
"2672","M","18-25","4","C","3","0",544673
"3249","M","18-25","4","C","4+","0",97442
"1260","M","26-35","4","C","1","0",953300
"5339","M","46-50","1","C","3","1",309642
"2626","M","36-45","1","C","3","0",395706
"3181","M","26-35","1","C","4+","0",1246542
"4068","M","26-35","15","B","1","1",252306
"2782","M","26-35","12","C","3","0",505810
"3999","F","26-35","7","B","1","1",528171
"4791","M","36-45","11","B","2","1",603348
"5885","M","26-35","19","C","4+","1",132332
"5785","M","55+","7","C","4+","1",1537625
"4686","M","26-35","15","A","2","1",376802
"3493","F","46-50","1","B","0","1",2617637
"5001","F","26-35","9","C","2","1",477996
"2303","F","26-35","0","A","3","0",188816
"4012","M","46-50","7","B","1","1",4132900
"1439","M","26-35","12","C","1","0",388016
"438","M","36-45","17","C","0","0",859580
"5427","M","26-35","9","C","3","1",562842
"2845","M","36-45","17","C","3","0",306399
"3055","F","26-35","5","B","4+","0",316545
"5561","F","26-35","12","A","4+","1",3669801
"852","M","36-45","6","B","1","0",1234177
"2834","M","26-35","17","C","3","0",218358
"840","M","26-35","5","B","1","0",4384524
"3485","M","36-45","0","B","0","1",1192047
"292","F","18-25","4","C","0","0",443089
"4763","M","51-55","6","B","2","1",910309
"4218","M","51-55","1","C","1","1",210673
"5611","M","26-35","5","B","4+","1",3645901
"5823","M","55+","13","C","4+","1",474009
"3420","F","26-35","0","A","0","1",73282
"631","F","26-35","14","A","1","0",752931
"82","F","36-45","17","A","0","0",385775
"4049","F","55+","13","B","1","1",500079
"2847","M","36-45","17","C","3","0",74610
"711","M","26-35","0","B","1","0",2544800
"4623","M","51-55","19","C","1","1",745149
"4132","M","18-25","0","C","1","1",432034
"3233","F","18-25","4","C","4+","0",1093009
"1907","M","26-35","14","B","2","0",2407525
"5183","F","18-25","20","A","3","1",2626683
"2414","M","36-45","20","A","3","0",1082381
"1971","M","26-35","0","C","2","0",203967
"3005","F","26-35","1","B","4+","0",458378
"5173","M","26-35","15","A","3","1",981777
"2737","M","36-45","7","C","3","0",1417507
"1133","F","36-45","1","C","1","0",180949
"3082","M","18-25","10","B","4+","0",329103
"4030","F","26-35","12","B","1","1",168629
"5188","M","26-35","0","B","3","1",478726
"726","F","26-35","1","B","1","0",985215
"160","F","0-17","10","B","0","0",405660
"231","M","26-35","0","C","0","0",326645
"3822","M","18-25","12","A","1","1",685080
"1526","M","26-35","16","C","1","0",1483449
"4402","M","51-55","7","C","1","1",1214685
"2456","M","18-25","2","B","3","0",1562462
"1296","F","26-35","7","C","1","0",321762
"2111","F","55+","6","C","2","0",912155
"4094","M","46-50","17","B","1","1",2257591
"3955","F","55+","3","B","1","1",1774928
"1510","M","26-35","15","C","1","0",80983
"4019","F","18-25","9","B","1","1",2668134
"5469","M","46-50","14","C","3","1",352175
"4219","F","55+","1","C","1","1",84883
"1201","F","18-25","4","C","1","0",444013
"376","M","18-25","10","C","0","0",283297
"3563","F","26-35","0","C","0","1",171561
"701","F","26-35","0","B","1","0",177630
"3679","M","55+","13","C","0","1",89800
"4346","F","55+","6","C","1","1",123427
"5800","M","18-25","12","C","4+","1",325845
"3854","M","46-50","16","A","1","1",2550830
"2419","F","18-25","0","B","3","0",375669
"5776","M","46-50","7","C","4+","1",551416
"4654","F","36-45","2","A","2","1",1600660
"3059","F","26-35","6","B","4+","0",2018576
"4593","M","26-35","17","C","1","1",1313679
"1743","M","51-55","16","A","2","0",245682
"528","M","18-25","4","A","1","0",144311
"1056","M","18-25","0","C","1","0",686800
"322","M","18-25","5","C","0","0",652330
"1366","F","55+","9","C","1","0",1482903
"4001","M","26-35","7","B","1","1",1282092
"3128","F","0-17","19","B","4+","0",545641
"4185","M","26-35","1","C","1","1",1017253
"829","M","26-35","4","B","1","0",162161
"4342","M","51-55","6","C","1","1",152772
"2023","M","26-35","2","C","2","0",542744
"4940","M","36-45","4","C","2","1",585094
"4774","M","36-45","7","B","2","1",1425422
"730","M","26-35","1","B","1","0",608451
"1889","M","26-35","11","B","2","0",2096990
"4151","M","26-35","0","C","1","1",202908
"3973","F","26-35","4","B","1","1",88564
"2932","F","26-35","4","A","4+","0",216742
"5126","M","36-45","0","A","3","1",2589159
"56","F","55+","8","A","0","0",518203
"2551","M","26-35","14","B","3","0",1499079
"1016","M","18-25","19","B","1","0",2264468
"4243","F","26-35","3","C","1","1",213989
"4006","M","26-35","7","B","1","1",2447791
"1903","M","36-45","12","B","2","0",440602
"546","M","26-35","4","A","1","0",776495
"5301","M","26-35","20","B","3","1",1559739
"491","F","26-35","1","A","1","0",1039288
"4245","F","26-35","3","C","1","1",1504225
"214","M","36-45","20","B","0","0",3834903
"405","M","26-35","14","C","0","0",162538
"4893","F","46-50","1","C","2","1",139244
"5826","M","26-35","14","C","4+","1",1657834
"2646","F","36-45","3","C","3","0",866904
"5093","M","46-50","17","C","2","1",308680
"709","M","26-35","0","B","1","0",437969
"5684","M","26-35","0","C","4+","1",357739
"2094","M","26-35","4","C","2","0",689081
"2351","F","26-35","4","A","3","0",306875
"5467","M","36-45","14","C","3","1",245540
"5214","M","26-35","2","B","3","1",390341
"5845","F","36-45","16","C","4+","1",882675
"5621","M","26-35","7","B","4+","1",491166
"5251","F","46-50","9","B","3","1",226865
"1399","M","0-17","10","C","1","0",327894
"1463","M","51-55","13","C","1","0",1555442
"5355","M","36-45","2","C","3","1",255996
"2868","M","18-25","20","C","3","0",680293
"4223","M","55+","1","C","1","1",486604
"141","F","26-35","4","B","0","0",238256
"3230","F","18-25","4","C","4+","0",190371
"5453","M","46-50","12","C","3","1",609523
"3519","M","26-35","7","B","0","1",194559
"4990","M","46-50","7","C","2","1",722237
"5658","M","26-35","16","B","4+","1",3684996
"5579","M","51-55","20","A","4+","1",917247
"2597","M","26-35","0","C","3","0",624451
"3024","F","18-25","4","B","4+","0",2883984
"2823","M","18-25","17","C","3","0",215515
"654","M","36-45","16","A","1","0",476418
"2129","F","36-45","7","C","2","0",420292
"768","F","46-50","3","B","1","0",779109
"39","F","26-35","4","A","0","0",67063
"5676","F","18-25","0","C","4+","1",89851
"3751","F","51-55","1","A","1","1",594085
"5208","M","36-45","1","B","3","1",3155812
"4770","F","36-45","7","B","2","1",191505
